id,level,block,trial,levelCounts,targetKey,targetLevel,pressedLevel,pressedRaw,isSuccessful,startTime,endTime,time
1,0,0,0,2,Semicolon,full,full,255,True,1771971731752,1771971733443,1691
1,0,0,1,2,F,full,full,255,True,1771971733771,1771971734740,969
1,0,0,2,2,S,full,full,255,True,1771971734748,1771971735791,1043
1,0,0,3,2,L,full,light,153,False,1771971736113,1771971737284,1171
1,0,0,4,2,K,light,full,255,False,1771971737291,1771971738628,1337
1,0,0,5,2,J,light,light,157,True,1771971738951,1771971739782,831
1,0,0,6,2,A,light,light,207,True,1771971739791,1771971740725,934
1,0,0,7,2,S,light,light,233,True,1771971741045,1771971741968,923
1,0,0,8,2,D,full,full,255,True,1771971741975,1771971743454,1479
1,0,0,9,2,Semicolon,light,full,255,False,1771971743781,1771971745459,1678
1,0,0,10,2,A,full,full,255,True,1771971745468,1771971746916,1448
1,0,0,11,2,F,light,light,87,True,1771971747230,1771971748119,889
1,0,0,12,2,L,light,light,157,True,1771971748128,1771971749598,1470
1,0,0,13,2,K,full,full,255,True,1771971749919,1771971751290,1371
1,0,0,14,2,D,light,light,73,True,1771971751298,1771971752144,846
1,0,0,15,2,J,full,full,255,True,1771971752470,1771971754009,1539
1,0,1,0,2,K,full,full,255,True,1771971785300,1771971786586,1286
1,0,1,1,2,A,light,light,157,True,1771971786595,1771971787643,1048
1,0,1,2,2,Semicolon,light,light,203,True,1771971787967,1771971788984,1017
1,0,1,3,2,A,full,full,255,True,1771971788992,1771971789976,984
1,0,1,4,2,L,light,light,222,True,1771971790296,1771971791074,778
1,0,1,5,2,K,light,light,188,True,1771971791080,1771971791869,789
1,0,1,6,2,F,light,light,241,True,1771971792187,1771971792905,718
1,0,1,7,2,F,full,full,255,True,1771971792914,1771971793908,994
1,0,1,8,2,L,full,full,255,True,1771971794233,1771971795174,941
1,0,1,9,2,S,light,light,137,True,1771971795182,1771971796018,836
1,0,1,10,2,J,full,full,255,True,1771971796339,1771971797313,974
1,0,1,11,2,D,light,light,150,True,1771971797321,1771971798150,829
1,0,1,12,2,S,full,full,255,True,1771971798468,1771971799533,1065
1,0,1,13,2,J,light,full,255,False,1771971799541,1771971800626,1085
1,0,1,14,2,Semicolon,full,full,255,True,1771971800943,1771971802036,1093
1,0,1,15,2,D,full,full,255,True,1771971802044,1771971803141,1097
1,0,2,0,2,Semicolon,light,full,255,False,1771971812618,1771971813784,1166
1,0,2,1,2,D,light,light,173,True,1771971813793,1771971814612,819
1,0,2,2,2,K,light,light,131,True,1771971814930,1771971815590,660
1,0,2,3,2,S,light,full,255,False,1771971815598,1771971816333,735
1,0,2,4,2,Semicolon,full,full,255,True,1771971816648,1771971818162,1514
1,0,2,5,2,A,light,light,80,True,1771971818170,1771971819129,959
1,0,2,6,2,S,full,light,45,False,1771971819455,1771971820125,670
1,0,2,7,2,D,full,full,255,True,1771971820134,1771971821019,885
1,0,2,8,2,L,full,full,255,True,1771971821340,1771971822927,1587
1,0,2,9,2,J,full,full,255,True,1771971822936,1771971823773,837
1,0,2,10,2,L,light,light,87,True,1771971824095,1771971824848,753
1,0,2,11,2,F,full,full,255,True,1771971824857,1771971825883,1026
1,0,2,12,2,F,light,light,146,True,1771971826206,1771971827026,820
1,0,2,13,2,K,full,full,255,True,1771971827035,1771971828041,1006
1,0,2,14,2,J,light,light,156,True,1771971828362,1771971829182,820
1,0,2,15,2,A,full,full,255,True,1771971829191,1771971830193,1002
1,0,3,0,2,S,light,light,239,True,1771971846145,1771971847053,908
1,0,3,1,2,A,full,light,248,False,1771971847061,1771971847887,826
1,0,3,2,2,D,light,light,171,True,1771971848208,1771971848976,768
1,0,3,3,2,F,full,full,255,True,1771971848984,1771971849820,836
1,0,3,4,2,J,full,full,255,True,1771971850145,1771971850952,807
1,0,3,5,2,K,light,light,54,True,1771971850960,1771971851685,725
1,0,3,6,2,J,light,light,127,True,1771971852009,1771971852780,771
1,0,3,7,2,Semicolon,light,full,255,False,1771971852788,1771971853780,992
1,0,3,8,2,S,full,full,255,True,1771971854098,1771971854952,854
1,0,3,9,2,D,full,full,255,True,1771971854960,1771971855953,993
1,0,3,10,2,L,full,full,255,True,1771971856268,1771971857310,1042
1,0,3,11,2,K,full,full,255,True,1771971857318,1771971858454,1136
1,0,3,12,2,F,light,light,94,True,1771971858775,1771971859611,836
1,0,3,13,2,L,light,full,255,False,1771971859619,1771971861186,1567
1,0,3,14,2,Semicolon,full,full,255,True,1771971861506,1771971862491,985
1,0,3,15,2,A,light,light,119,True,1771971862497,1771971863403,906
1,0,4,0,2,S,full,full,255,True,1771971875899,1771971876740,841
1,0,4,1,2,K,light,light,106,True,1771971877061,1771971877856,795
1,0,4,2,2,A,full,full,255,True,1771971877864,1771971878722,858
1,0,4,3,2,F,light,light,110,True,1771971879043,1771971880000,957
1,0,4,4,2,D,light,light,206,True,1771971880007,1771971881048,1041
1,0,4,5,2,Semicolon,light,full,255,False,1771971881365,1771971882187,822
1,0,4,6,2,J,light,full,252,False,1771971882195,1771971883526,1331
1,0,4,7,2,D,full,full,255,True,1771971883853,1771971884766,913
1,0,4,8,2,L,light,light,73,True,1771971884773,1771971885683,910
1,0,4,9,2,K,full,full,255,True,1771971886007,1771971887237,1230
1,0,4,10,2,L,full,full,255,True,1771971887245,1771971888359,1114
1,0,4,11,2,Semicolon,full,full,255,True,1771971888682,1771971889482,800
1,0,4,12,2,A,light,light,161,True,1771971889490,1771971890341,851
1,0,4,13,2,F,full,full,255,True,1771971890665,1771971891500,835
1,0,4,14,2,J,full,full,255,True,1771971891508,1771971892450,942
1,0,4,15,2,S,light,light,92,True,1771971892780,1771971893603,823
1,0,5,0,2,S,light,light,101,True,1771971901540,1771971902470,930
1,0,5,1,2,A,full,full,255,True,1771971902480,1771971903355,875
1,0,5,2,2,A,light,light,221,True,1771971903676,1771971904376,700
1,0,5,3,2,S,full,full,255,True,1771971904384,1771971905277,893
